challenge_id,user_id,purchase_date,challenge_type,price_usd,account_size,promo_code_used
CH000797,USR005443,2025-05-22,low_cost_trial,39.0,10000,WELCOME10
CH000850,USR005765,2025-05-22,swing,299.0,50000,
CH000870,USR005908,2025-05-22,standard,279.0,50000,
CH000872,USR005916,2025-05-22,low_cost_trial,59.0,25000,
CH000924,USR006309,2025-05-22,low_cost_trial,39.0,10000,AFFPARTNER
CH000942,USR006425,2025-05-22,swing,549.0,100000,AFFPARTNER
CH000944,USR006451,2025-05-22,low_cost_trial,39.0,10000,COMMUNITY5
CH000952,USR006483,2025-05-22,low_cost_trial,39.0,10000,FLASH20
CH000836,USR005676,2025-05-23,low_cost_trial,59.0,25000,
CH000865,USR005888,2025-05-23,swing,799.0,150000,
CH000900,USR006124,2025-05-23,swing,299.0,50000,
CH000908,USR006189,2025-05-23,standard,499.0,100000,
CH000922,USR006288,2025-05-23,swing,549.0,100000,
CH000947,USR006467,2025-05-23,swing,549.0,100000,
CH000968,USR006555,2025-05-23,aggressive,319.0,50000,
CH001030,USR006995,2025-05-23,low_cost_trial,39.0,10000,WELCOME10
CH000881,USR005967,2025-05-24,aggressive,319.0,50000,
CH000888,USR006026,2025-05-24,standard,279.0,50000,
CH000916,USR006263,2025-05-24,low_cost_trial,59.0,25000,WELCOME10
CH000937,USR006400,2025-05-24,aggressive,569.0,100000,
CH000965,USR006538,2025-05-24,swing,549.0,100000,COMMUNITY5
CH000989,USR006690,2025-05-24,standard,279.0,50000,
CH000999,USR006738,2025-05-24,low_cost_trial,39.0,10000,SPRING15
CH001027,USR006966,2025-05-24,aggressive,179.0,25000,
CH000623,USR003990,2025-05-25,aggressive,179.0,25000,AFFPARTNER
CH000801,USR005456,2025-05-25,standard,279.0,50000,
CH000885,USR006004,2025-05-25,aggressive,179.0,25000,AFFPARTNER
CH000923,USR006304,2025-05-25,low_cost_trial,39.0,10000,
CH000959,USR006522,2025-05-25,aggressive,179.0,25000,
CH000568,USR003760,2025-05-26,aggressive,569.0,100000,
CH000817,USR005602,2025-05-26,standard,149.0,25000,
CH000857,USR005810,2025-05-26,swing,549.0,100000,
CH000897,USR006112,2025-05-26,low_cost_trial,59.0,25000,
CH000993,USR006700,2025-05-26,aggressive,319.0,50000,
CH001015,USR006892,2025-05-26,low_cost_trial,59.0,25000,WELCOME10
CH001016,USR006900,2025-05-26,aggressive,319.0,50000,WELCOME10
CH001026,USR006950,2025-05-26,low_cost_trial,59.0,25000,FLASH20
CH001032,USR006998,2025-05-26,swing,549.0,100000,WELCOME10
CH000869,USR005904,2025-05-27,standard,279.0,50000,AFFPARTNER
CH000895,USR006098,2025-05-27,standard,499.0,100000,
CH000903,USR006150,2025-05-27,standard,499.0,100000,WELCOME10
CH000976,USR006613,2025-05-27,low_cost_trial,39.0,10000,
CH000986,USR006685,2025-05-27,aggressive,179.0,25000,
CH000998,USR006733,2025-05-27,aggressive,569.0,100000,
CH001021,USR006940,2025-05-27,aggressive,179.0,25000,
CH001067,USR007183,2025-05-27,low_cost_trial,39.0,10000,COMMUNITY5
CH000767,USR005110,2025-05-28,standard,279.0,50000,
CH000853,USR005786,2025-05-28,low_cost_trial,39.0,10000,
CH000941,USR006419,2025-05-28,standard,279.0,50000,
CH000964,USR006530,2025-05-28,aggressive,569.0,100000,
CH000977,USR006617,2025-05-28,swing,549.0,100000,
CH001004,USR006771,2025-05-28,low_cost_trial,39.0,10000,
CH001011,USR006839,2025-05-28,swing,549.0,100000,
CH001022,USR006941,2025-05-28,swing,299.0,50000,WELCOME10
CH000613,USR003970,2025-05-29,standard,279.0,50000,
CH000792,USR005387,2025-05-29,standard,149.0,25000,
CH000892,USR006049,2025-05-29,standard,149.0,25000,
CH000933,USR006373,2025-05-29,standard,279.0,50000,
CH000978,USR006619,2025-05-29,swing,799.0,150000,
CH001050,USR007083,2025-05-29,standard,499.0,100000,
CH001066,USR007177,2025-05-29,low_cost_trial,39.0,10000,AFFPARTNER
CH000299,USR001820,2025-05-30,low_cost_trial,59.0,25000,COMMUNITY5
CH000741,USR004921,2025-05-30,swing,549.0,100000,AFFPARTNER
CH000875,USR005925,2025-05-30,low_cost_trial,59.0,25000,COMMUNITY5
CH000879,USR005961,2025-05-30,low_cost_trial,39.0,10000,AFFPARTNER
CH000915,USR006262,2025-05-30,low_cost_trial,39.0,10000,COMMUNITY5
CH000919,USR006284,2025-05-30,aggressive,569.0,100000,
CH000939,USR006412,2025-05-30,low_cost_trial,59.0,25000,
CH000945,USR006458,2025-05-30,low_cost_trial,39.0,10000,
CH000956,USR006502,2025-05-30,swing,549.0,100000,
CH001006,USR006794,2025-05-30,standard,279.0,50000,
CH000856,USR005802,2025-05-31,swing,299.0,50000,COMMUNITY5
CH000946,USR006459,2025-05-31,standard,279.0,50000,WELCOME10
CH000973,USR006592,2025-05-31,swing,299.0,50000,COMMUNITY5
CH000979,USR006623,2025-05-31,aggressive,319.0,50000,
CH001000,USR006752,2025-05-31,standard,279.0,50000,AFFPARTNER
CH001008,USR006819,2025-05-31,standard,279.0,50000,
CH000750,USR004967,2025-06-01,swing,549.0,100000,
CH000936,USR006396,2025-06-01,standard,279.0,50000,
CH000961,USR006525,2025-06-01,aggressive,179.0,25000,
CH000966,USR006547,2025-06-01,standard,149.0,25000,
CH000972,USR006586,2025-06-01,aggressive,179.0,25000,WELCOME10
CH000981,USR006656,2025-06-01,low_cost_trial,39.0,10000,WELCOME10
CH001003,USR006769,2025-06-01,standard,279.0,50000,
CH001019,USR006931,2025-06-01,swing,799.0,150000,COMMUNITY5
CH000928,USR006334,2025-06-02,aggressive,319.0,50000,
CH000950,USR006472,2025-06-02,standard,499.0,100000,SPRING15
CH000975,USR006593,2025-06-02,swing,549.0,100000,SPRING15
CH000990,USR006697,2025-06-02,standard,279.0,50000,COMMUNITY5
CH001001,USR006764,2025-06-02,swing,799.0,150000,AFFPARTNER
CH001017,USR006914,2025-06-02,aggressive,319.0,50000,AFFPARTNER
CH001039,USR007023,2025-06-02,swing,549.0,100000,
CH001053,USR007103,2025-06-02,standard,499.0,100000,
CH001055,USR007108,2025-06-02,low_cost_trial,39.0,10000,
CH000914,USR006261,2025-06-03,aggressive,319.0,50000,
CH000951,USR006477,2025-06-03,standard,149.0,25000,WELCOME10
CH000958,USR006510,2025-06-03,standard,499.0,100000,COMMUNITY5
CH001025,USR006945,2025-06-03,low_cost_trial,39.0,10000,
CH001063,USR007176,2025-06-03,standard,149.0,25000,
CH001088,USR007426,2025-06-03,low_cost_trial,59.0,25000,FLASH20
CH001090,USR007438,2025-06-03,low_cost_trial,39.0,10000,
CH000651,USR004285,2025-06-04,low_cost_trial,39.0,10000,AFFPARTNER
CH001009,USR006825,2025-06-04,swing,549.0,100000,COMMUNITY5
CH001054,USR007104,2025-06-04,aggressive,569.0,100000,
CH000920,USR006286,2025-06-05,standard,149.0,25000,
CH000938,USR006403,2025-06-05,standard,149.0,25000,COMMUNITY5
CH000954,USR006494,2025-06-05,standard,149.0,25000,WELCOME10
CH000967,USR006548,2025-06-05,aggressive,319.0,50000,WELCOME10
CH001007,USR006803,2025-06-05,low_cost_trial,59.0,25000,
CH001018,USR006922,2025-06-05,low_cost_trial,39.0,10000,SPRING15
CH001041,USR007034,2025-06-05,standard,279.0,50000,
CH001045,USR007066,2025-06-05,low_cost_trial,39.0,10000,
CH001060,USR007157,2025-06-05,aggressive,569.0,100000,COMMUNITY5
CH001103,USR007536,2025-06-05,standard,279.0,50000,
CH000678,USR004500,2025-06-06,standard,149.0,25000,WELCOME10
CH000969,USR006558,2025-06-06,standard,499.0,100000,
CH000995,USR006705,2025-06-06,standard,279.0,50000,WELCOME10
CH001038,USR007017,2025-06-06,low_cost_trial,39.0,10000,
CH001046,USR007070,2025-06-06,swing,799.0,150000,
CH001062,USR007167,2025-06-06,swing,799.0,150000,AFFPARTNER
CH000819,USR005603,2025-06-07,standard,149.0,25000,
CH000929,USR006346,2025-06-07,low_cost_trial,39.0,10000,WELCOME10
CH000955,USR006500,2025-06-07,low_cost_trial,59.0,25000,
CH000980,USR006638,2025-06-07,standard,149.0,25000,WELCOME10
CH000983,USR006666,2025-06-07,aggressive,569.0,100000,SPRING15
CH001034,USR007012,2025-06-07,standard,279.0,50000,
CH001040,USR007030,2025-06-07,standard,279.0,50000,
CH001061,USR007159,2025-06-07,low_cost_trial,39.0,10000,
CH001077,USR007290,2025-06-07,low_cost_trial,59.0,25000,FLASH20
CH001082,USR007364,2025-06-07,swing,799.0,150000,
CH001093,USR007450,2025-06-07,swing,299.0,50000,
CH000703,USR004614,2025-06-08,swing,549.0,100000,
CH000833,USR005660,2025-06-08,low_cost_trial,39.0,10000,WELCOME10
CH000839,USR005686,2025-06-08,standard,279.0,50000,
CH001108,USR007559,2025-06-08,swing,549.0,100000,
CH000984,USR006672,2025-06-09,low_cost_trial,39.0,10000,
CH000996,USR006718,2025-06-09,swing,299.0,50000,AFFPARTNER
CH001092,USR007446,2025-06-09,standard,279.0,50000,
CH001105,USR007544,2025-06-09,low_cost_trial,59.0,25000,AFFPARTNER
CH001106,USR007545,2025-06-09,low_cost_trial,39.0,10000,
CH001113,USR007581,2025-06-09,standard,499.0,100000,
CH001114,USR007595,2025-06-10,aggressive,179.0,25000,WELCOME10
CH000917,USR006263,2025-06-11,aggressive,319.0,50000,WELCOME10
CH000982,USR006664,2025-06-11,aggressive,319.0,50000,
CH001014,USR006883,2025-06-11,standard,279.0,50000,AFFPARTNER
CH001033,USR007006,2025-06-11,low_cost_trial,59.0,25000,
CH001044,USR007059,2025-06-11,standard,499.0,100000,FLASH20
CH001047,USR007071,2025-06-11,standard,149.0,25000,
CH001048,USR007080,2025-06-11,low_cost_trial,39.0,10000,
CH001058,USR007152,2025-06-11,low_cost_trial,39.0,10000,
CH001091,USR007439,2025-06-11,swing,299.0,50000,
CH001096,USR007476,2025-06-11,swing,799.0,150000,
CH001012,USR006862,2025-06-12,standard,149.0,25000,
CH001029,USR006986,2025-06-12,standard,499.0,100000,
CH001051,USR007096,2025-06-12,standard,149.0,25000,SPRING15
CH001057,USR007140,2025-06-12,standard,499.0,100000,
CH001116,USR007650,2025-06-12,swing,549.0,100000,WELCOME10
CH001127,USR007755,2025-06-12,low_cost_trial,39.0,10000,
CH000617,USR003978,2025-06-13,swing,299.0,50000,
CH001028,USR006967,2025-06-13,standard,279.0,50000,
CH001036,USR007014,2025-06-13,aggressive,179.0,25000,COMMUNITY5
CH001071,USR007246,2025-06-13,low_cost_trial,39.0,10000,
CH001073,USR007265,2025-06-13,low_cost_trial,39.0,10000,AFFPARTNER
CH001125,USR007739,2025-06-13,aggressive,179.0,25000,
CH000987,USR006685,2025-06-14,low_cost_trial,39.0,10000,
CH001002,USR006767,2025-06-14,aggressive,569.0,100000,
CH001043,USR007052,2025-06-14,standard,279.0,50000,
CH001076,USR007287,2025-06-14,aggressive,569.0,100000,
CH001084,USR007381,2025-06-14,standard,279.0,50000,
CH001085,USR007396,2025-06-14,swing,549.0,100000,FLASH20
CH001104,USR007539,2025-06-14,standard,499.0,100000,
CH001135,USR007884,2025-06-14,standard,149.0,25000,
CH000813,USR005558,2025-06-15,standard,279.0,50000,
CH000844,USR005744,2025-06-15,low_cost_trial,39.0,10000,
CH001013,USR006874,2025-06-15,low_cost_trial,39.0,10000,WELCOME10
CH001079,USR007315,2025-06-15,standard,149.0,25000,COMMUNITY5
CH001086,USR007399,2025-06-15,low_cost_trial,39.0,10000,
CH001115,USR007617,2025-06-15,low_cost_trial,39.0,10000,
CH001155,USR007995,2025-06-15,swing,549.0,100000,
CH000582,USR003811,2025-06-16,swing,549.0,100000,
CH000823,USR005613,2025-06-16,swing,549.0,100000,
CH001023,USR006942,2025-06-16,aggressive,179.0,25000,
CH001072,USR007262,2025-06-16,swing,799.0,150000,AFFPARTNER
CH001074,USR007284,2025-06-16,standard,279.0,50000,
CH001158,USR008034,2025-06-16,aggressive,569.0,100000,
CH001165,USR008084,2025-06-16,standard,279.0,50000,SPRING15
CH000846,USR005754,2025-06-17,aggressive,569.0,100000,
CH001069,USR007193,2025-06-17,aggressive,179.0,25000,WELCOME10
CH001131,USR007814,2025-06-17,standard,279.0,50000,WELCOME10
CH001147,USR007961,2025-06-17,low_cost_trial,39.0,10000,
CH001042,USR007051,2025-06-18,standard,279.0,50000,SPRING15
CH001098,USR007491,2025-06-18,aggressive,179.0,25000,WELCOME10
CH001100,USR007501,2025-06-18,low_cost_trial,39.0,10000,COMMUNITY5
CH001110,USR007563,2025-06-18,swing,549.0,100000,
CH001168,USR008100,2025-06-18,standard,149.0,25000,
CH001169,USR008105,2025-06-18,standard,279.0,50000,
CH001188,USR008226,2025-06-18,standard,499.0,100000,
CH000860,USR005825,2025-06-19,aggressive,569.0,100000,COMMUNITY5
CH000931,USR006352,2025-06-19,standard,499.0,100000,
CH001080,USR007329,2025-06-19,swing,299.0,50000,
CH001099,USR007497,2025-06-19,swing,549.0,100000,SPRING15
CH001119,USR007658,2025-06-19,standard,149.0,25000,SPRING15
CH000905,USR006155,2025-06-20,standard,149.0,25000,
CH000994,USR006700,2025-06-20,low_cost_trial,39.0,10000,
CH001056,USR007134,2025-06-20,standard,499.0,100000,
CH001095,USR007472,2025-06-20,aggressive,179.0,25000,WELCOME10
CH001097,USR007488,2025-06-20,standard,149.0,25000,
CH001132,USR007822,2025-06-20,low_cost_trial,39.0,10000,
CH001179,USR008147,2025-06-20,aggressive,319.0,50000,AFFPARTNER
CH001198,USR008288,2025-06-20,standard,279.0,50000,
CH001217,USR008417,2025-06-20,low_cost_trial,39.0,10000,
CH001078,USR007297,2025-06-21,swing,549.0,100000,
CH001081,USR007356,2025-06-21,standard,279.0,50000,
CH001087,USR007400,2025-06-21,low_cost_trial,59.0,25000,FLASH20
CH001142,USR007934,2025-06-21,low_cost_trial,39.0,10000,WELCOME10
CH001170,USR008109,2025-06-21,standard,279.0,50000,
CH001185,USR008210,2025-06-21,standard,149.0,25000,FLASH20
CH000807,USR005520,2025-06-22,aggressive,569.0,100000,AFFPARTNER
CH001134,USR007841,2025-06-22,aggressive,319.0,50000,WELCOME10
CH001139,USR007906,2025-06-22,low_cost_trial,59.0,25000,
CH001156,USR008028,2025-06-22,standard,279.0,50000,AFFPARTNER
CH001171,USR008111,2025-06-22,low_cost_trial,39.0,10000,AFFPARTNER
CH001205,USR008366,2025-06-22,aggressive,319.0,50000,
CH000873,USR005916,2025-06-23,low_cost_trial,39.0,10000,
CH000960,USR006522,2025-06-23,low_cost_trial,39.0,10000,
CH001031,USR006995,2025-06-23,low_cost_trial,39.0,10000,
CH001101,USR007503,2025-06-23,aggressive,179.0,25000,
CH001107,USR007546,2025-06-23,standard,499.0,100000,
CH001117,USR007655,2025-06-23,aggressive,569.0,100000,COMMUNITY5
CH001130,USR007770,2025-06-23,standard,279.0,50000,
CH001133,USR007830,2025-06-23,swing,549.0,100000,WELCOME10
CH001151,USR007970,2025-06-23,aggressive,179.0,25000,
CH001162,USR008051,2025-06-23,swing,799.0,150000,
CH001181,USR008176,2025-06-23,low_cost_trial,39.0,10000,
CH001190,USR008230,2025-06-23,low_cost_trial,59.0,25000,
CH001208,USR008372,2025-06-23,standard,149.0,25000,
CH001234,USR008560,2025-06-23,standard,499.0,100000,COMMUNITY5
CH001120,USR007677,2025-06-24,swing,549.0,100000,
CH001126,USR007747,2025-06-24,swing,799.0,150000,WELCOME10
CH001144,USR007940,2025-06-24,standard,149.0,25000,
CH001201,USR008338,2025-06-24,aggressive,319.0,50000,FLASH20
CH001204,USR008362,2025-06-24,standard,499.0,100000,WELCOME10
CH000921,USR006286,2025-06-25,standard,279.0,50000,
CH000991,USR006697,2025-06-25,standard,279.0,50000,
CH001094,USR007463,2025-06-25,standard,149.0,25000,SPRING15
CH001102,USR007506,2025-06-25,aggressive,319.0,50000,
CH001121,USR007689,2025-06-25,standard,499.0,100000,
CH001123,USR007709,2025-06-25,standard,499.0,100000,AFFPARTNER
CH001163,USR008076,2025-06-25,aggressive,179.0,25000,
CH001172,USR008113,2025-06-25,standard,149.0,25000,
CH001176,USR008137,2025-06-25,low_cost_trial,39.0,10000,SPRING15
CH001200,USR008335,2025-06-25,low_cost_trial,39.0,10000,WELCOME10
CH001230,USR008524,2025-06-25,swing,549.0,100000,
CH001237,USR008617,2025-06-25,swing,799.0,150000,
CH001259,USR008756,2025-06-25,aggressive,569.0,100000,
CH000864,USR005885,2025-06-26,low_cost_trial,39.0,10000,
CH000974,USR006592,2025-06-26,standard,279.0,50000,
CH001137,USR007889,2025-06-26,standard,499.0,100000,
CH001153,USR007978,2025-06-26,aggressive,569.0,100000,AFFPARTNER
CH001194,USR008263,2025-06-26,low_cost_trial,39.0,10000,COMMUNITY5
CH001206,USR008371,2025-06-26,standard,279.0,50000,
CH000798,USR005443,2025-06-27,standard,149.0,25000,WELCOME10
CH001089,USR007427,2025-06-27,aggressive,179.0,25000,
CH001118,USR007657,2025-06-27,low_cost_trial,39.0,10000,
CH001143,USR007935,2025-06-27,standard,279.0,50000,
CH001159,USR008039,2025-06-27,aggressive,569.0,100000,SPRING15
CH001178,USR008141,2025-06-27,aggressive,569.0,100000,
CH001186,USR008213,2025-06-27,low_cost_trial,39.0,10000,SPRING15
CH001187,USR008218,2025-06-27,standard,149.0,25000,AFFPARTNER
CH001199,USR008299,2025-06-27,standard,149.0,25000,WELCOME10
CH001202,USR008349,2025-06-27,low_cost_trial,39.0,10000,
CH000854,USR005786,2025-06-28,aggressive,179.0,25000,WELCOME10
CH001064,USR007176,2025-06-28,aggressive,179.0,25000,WELCOME10
CH001111,USR007578,2025-06-28,swing,549.0,100000,AFFPARTNER
CH001141,USR007929,2025-06-28,swing,299.0,50000,
CH001160,USR008040,2025-06-28,aggressive,569.0,100000,
CH001174,USR008119,2025-06-28,low_cost_trial,39.0,10000,AFFPARTNER
CH001122,USR007692,2025-06-29,standard,149.0,25000,
CH001152,USR007971,2025-06-29,swing,799.0,150000,
CH001157,USR008030,2025-06-29,swing,549.0,100000,
CH001183,USR008199,2025-06-29,low_cost_trial,59.0,25000,
CH001197,USR008280,2025-06-29,low_cost_trial,59.0,25000,AFFPARTNER
CH001211,USR008397,2025-06-29,standard,279.0,50000,
CH001214,USR008400,2025-06-29,standard,279.0,50000,AFFPARTNER
CH001226,USR008491,2025-06-29,aggressive,569.0,100000,
CH001239,USR008624,2025-06-29,standard,279.0,50000,
CH001253,USR008711,2025-06-29,low_cost_trial,39.0,10000,
CH001219,USR008445,2025-06-30,swing,299.0,50000,AFFPARTNER
CH001238,USR008618,2025-06-30,standard,149.0,25000,WELCOME10
CH000962,USR006525,2025-07-01,standard,149.0,25000,
CH001068,USR007183,2025-07-01,standard,149.0,25000,
CH001136,USR007887,2025-07-01,standard,279.0,50000,
CH001164,USR008083,2025-07-01,low_cost_trial,39.0,10000,AFFPARTNER
CH001209,USR008375,2025-07-01,aggressive,179.0,25000,FLASH20
CH001220,USR008462,2025-07-01,swing,799.0,150000,WELCOME10
CH001227,USR008506,2025-07-01,low_cost_trial,39.0,10000,SPRING15
CH001235,USR008574,2025-07-01,standard,279.0,50000,FLASH20
CH001271,USR008857,2025-07-01,aggressive,179.0,25000,
CH001145,USR007959,2025-07-02,standard,499.0,100000,SPRING15
CH001175,USR008125,2025-07-02,standard,279.0,50000,AFFPARTNER
CH001180,USR008148,2025-07-02,standard,279.0,50000,WELCOME10
CH001184,USR008206,2025-07-02,swing,799.0,150000,
CH001193,USR008254,2025-07-02,low_cost_trial,39.0,10000,
CH001241,USR008642,2025-07-02,standard,149.0,25000,SPRING15
CH001261,USR008760,2025-07-02,low_cost_trial,59.0,25000,
CH001263,USR008770,2025-07-02,standard,499.0,100000,
CH001278,USR008894,2025-07-02,aggressive,569.0,100000,
CH000927,USR006332,2025-07-03,swing,799.0,150000,
CH001128,USR007755,2025-07-03,standard,499.0,100000,
CH001225,USR008478,2025-07-03,swing,549.0,100000,
CH001140,USR007916,2025-07-04,low_cost_trial,39.0,10000,SPRING15
CH001149,USR007964,2025-07-04,standard,279.0,50000,FLASH20
CH001191,USR008239,2025-07-04,standard,149.0,25000,FLASH20
CH001223,USR008470,2025-07-04,low_cost_trial,59.0,25000,
CH001231,USR008525,2025-07-04,standard,279.0,50000,
CH001233,USR008554,2025-07-04,standard,149.0,25000,
CH001242,USR008650,2025-07-04,aggressive,569.0,100000,COMMUNITY5
CH000866,USR005888,2025-07-05,swing,799.0,150000,
CH001049,USR007080,2025-07-05,low_cost_trial,39.0,10000,
CH001138,USR007895,2025-07-05,low_cost_trial,59.0,25000,
CH001192,USR008241,2025-07-05,aggressive,569.0,100000,
CH001195,USR008270,2025-07-05,aggressive,319.0,50000,
CH001203,USR008359,2025-07-05,standard,279.0,50000,
CH001258,USR008744,2025-07-05,aggressive,569.0,100000,
CH001260,USR008759,2025-07-05,aggressive,179.0,25000,FLASH20
CH001272,USR008868,2025-07-05,low_cost_trial,39.0,10000,
CH001284,USR008904,2025-07-05,standard,499.0,100000,WELCOME10
CH001291,USR008984,2025-07-05,swing,299.0,50000,WELCOME10
CH001154,USR007980,2025-07-06,low_cost_trial,39.0,10000,FLASH20
CH001189,USR008228,2025-07-06,low_cost_trial,39.0,10000,
CH001213,USR008398,2025-07-06,standard,279.0,50000,
CH001216,USR008411,2025-07-06,swing,549.0,100000,
CH001251,USR008709,2025-07-06,swing,299.0,50000,WELCOME10
CH001268,USR008803,2025-07-06,low_cost_trial,39.0,10000,
CH001320,USR009137,2025-07-06,low_cost_trial,39.0,10000,
CH001326,USR009163,2025-07-06,swing,549.0,100000,AFFPARTNER
CH000847,USR005754,2025-07-07,swing,549.0,100000,WELCOME10
CH000858,USR005810,2025-07-07,swing,799.0,150000,FLASH20
CH001166,USR008084,2025-07-07,low_cost_trial,39.0,10000,
CH001254,USR008718,2025-07-07,low_cost_trial,39.0,10000,
CH001269,USR008838,2025-07-07,standard,279.0,50000,
CH001279,USR008897,2025-07-07,aggressive,569.0,100000,AFFPARTNER
CH001236,USR008604,2025-07-08,low_cost_trial,39.0,10000,SPRING15
CH001248,USR008664,2025-07-08,low_cost_trial,39.0,10000,WELCOME10
CH001289,USR008975,2025-07-08,standard,499.0,100000,
CH000988,USR006685,2025-07-09,low_cost_trial,39.0,10000,
CH001052,USR007096,2025-07-09,standard,149.0,25000,AFFPARTNER
CH001182,USR008184,2025-07-09,aggressive,319.0,50000,
CH001296,USR009005,2025-07-09,low_cost_trial,59.0,25000,
CH001379,USR009463,2025-07-09,low_cost_trial,59.0,25000,
CH000834,USR005660,2025-07-11,standard,149.0,25000,AFFPARTNER
CH001167,USR008087,2025-07-11,aggressive,319.0,50000,COMMUNITY5
CH001196,USR008273,2025-07-11,low_cost_trial,59.0,25000,AFFPARTNER
CH001245,USR008655,2025-07-11,swing,549.0,100000,
CH001265,USR008772,2025-07-11,low_cost_trial,39.0,10000,
CH001267,USR008794,2025-07-11,standard,149.0,25000,
CH001277,USR008890,2025-07-11,swing,299.0,50000,WELCOME10
CH001280,USR008899,2025-07-11,standard,149.0,25000,
CH001288,USR008963,2025-07-11,standard,279.0,50000,COMMUNITY5
CH000614,USR003970,2025-07-12,aggressive,179.0,25000,
CH001256,USR008734,2025-07-12,standard,149.0,25000,
CH001274,USR008878,2025-07-12,standard,499.0,100000,
CH001307,USR009092,2025-07-12,low_cost_trial,59.0,25000,WELCOME10
CH001361,USR009343,2025-07-12,standard,279.0,50000,SPRING15
CH001370,USR009425,2025-07-12,low_cost_trial,39.0,10000,
CH001380,USR009480,2025-07-12,standard,149.0,25000,
CH001020,USR006931,2025-07-13,aggressive,569.0,100000,
CH001059,USR007152,2025-07-13,low_cost_trial,59.0,25000,
CH001228,USR008507,2025-07-13,aggressive,319.0,50000,
CH001240,USR008632,2025-07-13,standard,499.0,100000,AFFPARTNER
CH001246,USR008662,2025-07-13,aggressive,319.0,50000,
CH001282,USR008903,2025-07-13,aggressive,319.0,50000,
CH001287,USR008961,2025-07-13,swing,799.0,150000,
CH001315,USR009114,2025-07-13,aggressive,319.0,50000,WELCOME10
CH001365,USR009398,2025-07-13,swing,549.0,100000,FLASH20
CH001218,USR008440,2025-07-14,swing,799.0,150000,
CH001224,USR008470,2025-07-14,low_cost_trial,59.0,25000,
CH001266,USR008789,2025-07-14,standard,149.0,25000,WELCOME10
CH001299,USR009048,2025-07-14,standard,279.0,50000,
CH001373,USR009426,2025-07-14,low_cost_trial,59.0,25000,AFFPARTNER
CH001374,USR009442,2025-07-14,low_cost_trial,39.0,10000,FLASH20
CH000824,USR005613,2025-07-15,standard,279.0,50000,AFFPARTNER
CH001035,USR007012,2025-07-15,standard,499.0,100000,
CH001229,USR008508,2025-07-15,low_cost_trial,39.0,10000,
CH001281,USR008901,2025-07-15,aggressive,569.0,100000,
CH001294,USR008997,2025-07-15,aggressive,319.0,50000,
CH001329,USR009189,2025-07-15,standard,279.0,50000,
CH001383,USR009505,2025-07-15,standard,149.0,25000,COMMUNITY5
CH000913,USR006231,2025-07-16,low_cost_trial,39.0,10000,
CH001297,USR009026,2025-07-16,aggressive,319.0,50000,WELCOME10
CH001215,USR008409,2025-07-17,standard,279.0,50000,WELCOME10
CH001286,USR008920,2025-07-17,swing,549.0,100000,
CH001323,USR009151,2025-07-17,standard,279.0,50000,
CH001381,USR009487,2025-07-17,swing,799.0,150000,
CH001247,USR008663,2025-07-18,low_cost_trial,39.0,10000,
CH001339,USR009246,2025-07-18,swing,799.0,150000,
CH001356,USR009320,2025-07-18,aggressive,569.0,100000,AFFPARTNER
CH001384,USR009509,2025-07-18,standard,149.0,25000,
CH001398,USR009604,2025-07-18,standard,499.0,100000,
CH001425,USR009779,2025-07-18,standard,499.0,100000,
CH001249,USR008697,2025-07-19,standard,499.0,100000,AFFPARTNER
CH001270,USR008844,2025-07-19,standard,279.0,50000,
CH001293,USR008993,2025-07-19,aggressive,569.0,100000,
CH001308,USR009096,2025-07-19,low_cost_trial,39.0,10000,
CH001334,USR009214,2025-07-19,low_cost_trial,39.0,10000,
CH001349,USR009291,2025-07-19,swing,549.0,100000,
CH001403,USR009620,2025-07-19,low_cost_trial,39.0,10000,
CH000963,USR006525,2025-07-20,standard,279.0,50000,
CH001285,USR008912,2025-07-20,aggressive,569.0,100000,
CH001301,USR009063,2025-07-20,aggressive,319.0,50000,
CH001318,USR009124,2025-07-20,low_cost_trial,39.0,10000,WELCOME10
CH001322,USR009148,2025-07-20,standard,279.0,50000,SPRING15
CH001343,USR009253,2025-07-20,swing,549.0,100000,
CH001345,USR009282,2025-07-20,swing,549.0,100000,
CH001364,USR009362,2025-07-20,aggressive,319.0,50000,
CH001366,USR009405,2025-07-20,standard,149.0,25000,
CH001417,USR009716,2025-07-20,aggressive,319.0,50000,
CH001310,USR009099,2025-07-21,standard,499.0,100000,FLASH20
CH001317,USR009121,2025-07-21,standard,149.0,25000,COMMUNITY5
CH001302,USR009071,2025-07-22,aggressive,319.0,50000,AFFPARTNER
CH001304,USR009083,2025-07-22,standard,279.0,50000,
CH001313,USR009108,2025-07-22,low_cost_trial,39.0,10000,COMMUNITY5
CH001335,USR009216,2025-07-22,low_cost_trial,39.0,10000,
CH001344,USR009268,2025-07-22,low_cost_trial,39.0,10000,
CH001355,USR009316,2025-07-22,aggressive,179.0,25000,
CH001112,USR007578,2025-07-23,aggressive,179.0,25000,
CH001129,USR007755,2025-07-23,low_cost_trial,59.0,25000,
CH001148,USR007961,2025-07-23,swing,549.0,100000,FLASH20
CH001273,USR008868,2025-07-23,low_cost_trial,39.0,10000,
CH001305,USR009088,2025-07-23,standard,149.0,25000,AFFPARTNER
CH001333,USR009206,2025-07-23,aggressive,179.0,25000,
CH001367,USR009416,2025-07-23,low_cost_trial,39.0,10000,
