user_id,registration_date,country,acquisition_channel,device_type,platform_language,age_bucket,prior_trading_experience
USR010213,2025-07-23,Mexico,community,desktop,Spanish,25-34,intermediate
USR010214,2025-07-23,Philippines,organic,desktop,English,25-34,advanced
USR010215,2025-07-23,India,affiliates,desktop,English,35-44,beginner
USR010216,2025-07-23,United States,affiliates,mobile,English,35-44,intermediate
USR010217,2025-07-23,Mexico,influencers,mobile,Spanish,25-34,intermediate
USR010218,2025-07-23,India,affiliates,mobile,Hindi,25-34,none
USR010219,2025-07-23,India,affiliates,mobile,English,45-54,beginner
USR010220,2025-07-23,Brazil,direct,mobile,Portuguese,35-44,intermediate
USR010221,2025-07-23,India,organic,desktop,English,35-44,none
USR010222,2025-07-23,Turkey,direct,desktop,Turkish,35-44,advanced
USR010223,2025-07-23,Turkey,affiliates,desktop,Turkish,25-34,none
USR010224,2025-07-23,United Kingdom,organic,mobile,English,25-34,none
USR010225,2025-07-23,Poland,community,mobile,Polish,35-44,advanced
USR010226,2025-07-23,South Africa,influencers,tablet,English,45-54,beginner
USR010227,2025-07-23,Germany,community,mobile,German,25-34,advanced
USR010228,2025-07-23,Brazil,paid_social,desktop,Portuguese,25-34,none
USR010229,2025-07-23,Canada,paid_social,mobile,English,25-34,beginner
USR010230,2025-07-23,Mexico,direct,mobile,Spanish,35-44,intermediate
USR010231,2025-07-23,United Kingdom,direct,desktop,English,25-34,intermediate
USR010232,2025-07-23,Nigeria,affiliates,desktop,English,25-34,intermediate
USR010233,2025-07-23,Philippines,paid_social,mobile,Tagalog,25-34,beginner
USR010234,2025-07-23,Nigeria,paid_social,mobile,English,18-24,advanced
USR010235,2025-07-23,Nigeria,organic,desktop,Arabic,18-24,beginner
USR010236,2025-07-23,Canada,community,mobile,French,25-34,advanced
USR010237,2025-07-24,France,direct,desktop,English,35-44,beginner
USR010238,2025-07-24,Mexico,organic,desktop,Spanish,55+,beginner
USR010239,2025-07-24,United Kingdom,affiliates,mobile,English,35-44,advanced
USR010240,2025-07-24,France,affiliates,mobile,French,25-34,advanced
USR010241,2025-07-24,United Arab Emirates,organic,desktop,English,35-44,beginner
USR010242,2025-07-24,India,influencers,mobile,English,18-24,intermediate
USR010243,2025-07-24,Germany,paid_social,mobile,German,45-54,beginner
USR010244,2025-07-24,Mexico,influencers,mobile,Spanish,18-24,beginner
USR010245,2025-07-24,United Arab Emirates,paid_social,mobile,Arabic,18-24,beginner
USR010246,2025-07-24,India,community,desktop,Hindi,25-34,advanced
USR010247,2025-07-24,Canada,paid_social,desktop,English,18-24,beginner
USR010248,2025-07-24,United Kingdom,direct,desktop,English,25-34,advanced
USR010249,2025-07-24,Germany,affiliates,mobile,German,25-34,beginner
USR010250,2025-07-24,Netherlands,direct,mobile,Dutch,35-44,none
USR010251,2025-07-24,India,paid_social,desktop,English,18-24,beginner
USR010252,2025-07-24,Canada,direct,desktop,English,25-34,none
USR010253,2025-07-24,United States,organic,desktop,English,18-24,intermediate
USR010254,2025-07-24,Canada,influencers,desktop,English,35-44,beginner
USR010255,2025-07-24,Turkey,organic,desktop,Turkish,25-34,intermediate
USR010256,2025-07-24,Canada,community,desktop,English,18-24,advanced
USR010257,2025-07-24,United States,organic,mobile,English,25-34,advanced
USR010258,2025-07-24,Philippines,organic,desktop,English,25-34,advanced
USR010259,2025-07-24,Philippines,organic,desktop,English,25-34,intermediate
USR010260,2025-07-24,United Kingdom,organic,desktop,English,35-44,none
USR010261,2025-07-24,Nigeria,organic,mobile,English,25-34,intermediate
USR010262,2025-07-24,India,paid_social,desktop,English,25-34,beginner
USR010263,2025-07-24,Pakistan,organic,mobile,Urdu,25-34,beginner
USR010264,2025-07-24,Nigeria,organic,desktop,English,18-24,beginner
USR010265,2025-07-24,Turkey,paid_social,mobile,Turkish,35-44,beginner
USR010266,2025-07-24,Germany,paid_social,desktop,German,25-34,none
USR010267,2025-07-24,Germany,paid_social,mobile,English,35-44,intermediate
USR010268,2025-07-24,France,affiliates,mobile,French,35-44,intermediate
USR010269,2025-07-24,South Africa,organic,desktop,French,35-44,beginner
USR010270,2025-07-24,United States,direct,desktop,English,25-34,beginner
USR010271,2025-07-24,Nigeria,paid_social,tablet,English,25-34,beginner
USR010272,2025-07-24,Poland,direct,desktop,English,55+,advanced
USR010273,2025-07-24,Mexico,organic,desktop,Spanish,18-24,intermediate
USR010274,2025-07-24,Turkey,affiliates,mobile,Turkish,25-34,advanced
USR010275,2025-07-24,Turkey,community,mobile,English,55+,advanced
USR010276,2025-07-24,United Kingdom,paid_social,mobile,English,18-24,advanced
USR010277,2025-07-24,United States,direct,mobile,English,25-34,intermediate
USR010278,2025-07-25,Mexico,influencers,mobile,Spanish,18-24,beginner
USR010279,2025-07-25,United States,paid_social,mobile,English,25-34,beginner
USR010280,2025-07-25,France,organic,desktop,French,45-54,intermediate
USR010281,2025-07-25,United States,paid_social,mobile,English,35-44,none
USR010282,2025-07-25,France,community,mobile,French,35-44,intermediate
USR010283,2025-07-25,Germany,influencers,mobile,German,25-34,advanced
USR010284,2025-07-25,Germany,influencers,mobile,German,25-34,beginner
USR010285,2025-07-25,United States,direct,desktop,English,25-34,intermediate
USR010286,2025-07-25,Turkey,affiliates,mobile,English,25-34,intermediate
USR010287,2025-07-25,Philippines,direct,desktop,English,18-24,advanced
USR010288,2025-07-25,United Arab Emirates,direct,desktop,English,45-54,intermediate
USR010289,2025-07-25,United States,direct,desktop,English,18-24,advanced
USR010290,2025-07-25,United States,affiliates,desktop,English,45-54,beginner
USR010291,2025-07-25,India,affiliates,mobile,English,18-24,none
USR010292,2025-07-25,Mexico,community,desktop,Spanish,25-34,advanced
USR010293,2025-07-25,United States,paid_social,mobile,English,18-24,beginner
USR010294,2025-07-25,Philippines,organic,desktop,English,25-34,beginner
USR010295,2025-07-25,Nigeria,community,desktop,English,25-34,none
USR010296,2025-07-25,Turkey,affiliates,mobile,Turkish,25-34,intermediate
USR010297,2025-07-25,Nigeria,affiliates,mobile,English,18-24,none
USR010298,2025-07-25,United States,affiliates,desktop,English,35-44,beginner
USR010299,2025-07-25,Brazil,affiliates,mobile,Portuguese,25-34,intermediate
USR010300,2025-07-25,United States,direct,desktop,English,45-54,advanced
USR010301,2025-07-25,United States,paid_social,mobile,English,25-34,none
USR010302,2025-07-25,United States,organic,desktop,English,18-24,intermediate
USR010303,2025-07-25,Turkey,paid_social,mobile,Turkish,18-24,none
USR010304,2025-07-25,Canada,affiliates,mobile,English,35-44,beginner
USR010305,2025-07-25,India,influencers,tablet,Hindi,18-24,beginner
USR010306,2025-07-25,Brazil,paid_social,desktop,Portuguese,45-54,beginner
USR010307,2025-07-25,United States,paid_social,desktop,English,25-34,none
USR010308,2025-07-25,Canada,influencers,mobile,English,25-34,none
USR010309,2025-07-25,Germany,affiliates,mobile,English,35-44,advanced
USR010310,2025-07-26,Nigeria,affiliates,mobile,English,18-24,beginner
USR010311,2025-07-26,India,affiliates,desktop,Hindi,25-34,advanced
USR010312,2025-07-26,India,organic,tablet,Hindi,35-44,advanced
USR010313,2025-07-26,India,community,mobile,English,35-44,intermediate
USR010314,2025-07-26,Mexico,community,mobile,Spanish,25-34,intermediate
USR010315,2025-07-26,Brazil,paid_social,mobile,Portuguese,18-24,intermediate
USR010316,2025-07-26,United States,affiliates,desktop,English,25-34,intermediate
USR010317,2025-07-26,United States,affiliates,mobile,English,18-24,none
USR010318,2025-07-26,Netherlands,community,desktop,English,25-34,intermediate
USR010319,2025-07-26,United States,organic,desktop,English,25-34,advanced
USR010320,2025-07-26,Germany,paid_social,mobile,German,25-34,none
USR010321,2025-07-26,India,organic,mobile,Hindi,25-34,advanced
USR010322,2025-07-26,Brazil,organic,desktop,Portuguese,55+,beginner
USR010323,2025-07-26,Brazil,affiliates,desktop,English,25-34,intermediate
USR010324,2025-07-26,Netherlands,community,mobile,Dutch,35-44,intermediate
USR010325,2025-07-26,India,organic,desktop,Hindi,25-34,beginner
USR010326,2025-07-26,Philippines,organic,mobile,English,25-34,intermediate
USR010327,2025-07-26,United States,influencers,tablet,English,25-34,beginner
USR010328,2025-07-26,United Arab Emirates,community,desktop,Arabic,25-34,advanced
USR010329,2025-07-26,United Kingdom,community,desktop,English,25-34,intermediate
USR010330,2025-07-26,Germany,affiliates,mobile,German,25-34,intermediate
USR010331,2025-07-26,United Kingdom,influencers,desktop,English,55+,advanced
USR010332,2025-07-26,United Kingdom,organic,desktop,English,25-34,none
USR010333,2025-07-26,Brazil,influencers,mobile,Portuguese,18-24,intermediate
USR010334,2025-07-26,United States,organic,mobile,English,25-34,intermediate
USR010335,2025-07-26,United States,paid_social,mobile,English,25-34,beginner
USR010336,2025-07-26,Turkey,organic,desktop,Turkish,25-34,beginner
USR010337,2025-07-26,Spain,direct,mobile,Spanish,35-44,intermediate
USR010338,2025-07-26,Mexico,paid_social,mobile,English,35-44,beginner
USR010339,2025-07-26,France,paid_social,desktop,French,18-24,beginner
USR010340,2025-07-26,United States,organic,mobile,English,18-24,intermediate
USR010341,2025-07-26,France,paid_social,mobile,French,25-34,beginner
USR010342,2025-07-26,Poland,direct,mobile,Polish,25-34,advanced
USR010343,2025-07-26,Netherlands,paid_social,desktop,English,25-34,beginner
USR010344,2025-07-26,India,community,tablet,Hindi,25-34,advanced
USR010345,2025-07-26,Brazil,organic,mobile,English,18-24,advanced
USR010346,2025-07-26,United Kingdom,paid_social,mobile,English,18-24,none
USR010347,2025-07-26,India,paid_social,desktop,English,18-24,beginner
USR010348,2025-07-26,Mexico,paid_social,mobile,Spanish,25-34,beginner
USR010349,2025-07-26,France,affiliates,desktop,English,35-44,advanced
USR010350,2025-07-26,Spain,paid_social,mobile,Spanish,25-34,advanced
USR010351,2025-07-26,Nigeria,paid_social,mobile,English,18-24,beginner
USR010352,2025-07-26,Pakistan,organic,desktop,Urdu,35-44,beginner
USR010353,2025-07-26,United Kingdom,community,tablet,English,25-34,intermediate
USR010354,2025-07-26,Pakistan,influencers,mobile,Urdu,18-24,beginner
USR010355,2025-07-26,United Arab Emirates,paid_social,mobile,Arabic,18-24,beginner
USR010356,2025-07-26,Mexico,direct,desktop,Spanish,45-54,advanced
USR010357,2025-07-26,India,influencers,mobile,Hindi,18-24,beginner
USR010358,2025-07-26,Nigeria,paid_social,mobile,English,18-24,none
USR010359,2025-07-26,Spain,organic,tablet,Spanish,35-44,none
USR010360,2025-07-26,India,paid_social,mobile,Hindi,25-34,beginner
USR010361,2025-07-26,Brazil,paid_social,desktop,Portuguese,25-34,none
USR010362,2025-07-26,United Kingdom,community,desktop,English,35-44,none
USR010363,2025-07-26,United States,direct,desktop,English,25-34,intermediate
USR010364,2025-07-26,Germany,organic,mobile,German,25-34,intermediate
USR010365,2025-07-26,Spain,affiliates,mobile,Spanish,35-44,none
USR010366,2025-07-26,United Kingdom,affiliates,mobile,English,18-24,none
USR010367,2025-07-26,India,affiliates,mobile,Hindi,25-34,beginner
USR010368,2025-07-27,Turkey,community,mobile,Turkish,18-24,beginner
USR010369,2025-07-27,United States,organic,desktop,English,25-34,beginner
USR010370,2025-07-27,India,organic,desktop,English,35-44,intermediate
USR010371,2025-07-27,India,affiliates,tablet,Hindi,45-54,intermediate
USR010372,2025-07-27,Mexico,paid_social,mobile,English,25-34,none
USR010373,2025-07-27,Brazil,paid_social,mobile,Portuguese,35-44,advanced
USR010374,2025-07-27,United States,affiliates,mobile,Spanish,35-44,none
USR010375,2025-07-27,India,community,tablet,English,25-34,advanced
USR010376,2025-07-27,United Kingdom,organic,desktop,English,25-34,beginner
USR010377,2025-07-27,Nigeria,community,tablet,English,35-44,intermediate
USR010378,2025-07-27,South Africa,community,desktop,English,25-34,intermediate
USR010379,2025-07-27,Spain,organic,desktop,Spanish,25-34,advanced
USR010380,2025-07-27,Brazil,influencers,mobile,Portuguese,35-44,none
USR010381,2025-07-27,Brazil,organic,desktop,Portuguese,18-24,advanced
USR010382,2025-07-27,United States,influencers,desktop,English,18-24,none
USR010383,2025-07-27,India,organic,desktop,English,45-54,intermediate
USR010384,2025-07-27,France,direct,mobile,French,35-44,advanced
USR010385,2025-07-27,Brazil,direct,mobile,Portuguese,45-54,intermediate
USR010386,2025-07-27,Canada,direct,desktop,English,55+,beginner
USR010387,2025-07-27,Mexico,influencers,mobile,Spanish,18-24,beginner
USR010388,2025-07-27,United Kingdom,paid_social,mobile,English,25-34,beginner
USR010389,2025-07-27,Nigeria,direct,desktop,English,25-34,advanced
USR010390,2025-07-27,United States,paid_social,desktop,English,25-34,beginner
USR010391,2025-07-27,United States,paid_social,tablet,English,25-34,none
USR010392,2025-07-27,United States,affiliates,mobile,English,18-24,advanced
USR010393,2025-07-27,Spain,community,desktop,Spanish,35-44,advanced
USR010394,2025-07-27,United States,community,desktop,English,18-24,intermediate
USR010395,2025-07-27,Philippines,paid_social,mobile,English,45-54,beginner
USR010396,2025-07-27,Brazil,paid_social,mobile,Portuguese,25-34,beginner
USR010397,2025-07-27,United Kingdom,paid_social,mobile,English,35-44,none
USR010398,2025-07-27,Pakistan,affiliates,desktop,Urdu,18-24,none
USR010399,2025-07-27,Pakistan,paid_social,mobile,Urdu,18-24,beginner
USR010400,2025-07-27,Germany,paid_social,mobile,German,35-44,beginner
USR010401,2025-07-27,India,paid_social,mobile,Hindi,25-34,none
USR010402,2025-07-27,United States,paid_social,desktop,English,18-24,intermediate
USR010403,2025-07-27,United Kingdom,affiliates,tablet,English,18-24,advanced
USR010404,2025-07-27,Germany,organic,desktop,German,25-34,beginner
USR010405,2025-07-27,United States,paid_social,desktop,English,18-24,beginner
USR010406,2025-07-27,Pakistan,paid_social,mobile,English,35-44,beginner
USR010407,2025-07-27,South Africa,paid_social,mobile,English,18-24,intermediate
USR010408,2025-07-27,Pakistan,affiliates,tablet,Urdu,25-34,beginner
USR010409,2025-07-28,India,community,desktop,Hindi,25-34,advanced
USR010410,2025-07-28,India,influencers,desktop,Hindi,35-44,none
USR010411,2025-07-28,United States,organic,desktop,English,35-44,intermediate
USR010412,2025-07-28,United Kingdom,influencers,desktop,English,25-34,none
USR010413,2025-07-28,Nigeria,organic,mobile,English,35-44,beginner
USR010414,2025-07-28,United Kingdom,paid_social,desktop,English,18-24,beginner
USR010415,2025-07-28,United States,community,desktop,English,25-34,intermediate
USR010416,2025-07-28,Mexico,organic,desktop,English,18-24,advanced
USR010417,2025-07-28,Spain,paid_social,mobile,Spanish,35-44,intermediate
USR010418,2025-07-28,Nigeria,organic,desktop,English,25-34,none
USR010419,2025-07-28,United States,community,mobile,English,18-24,advanced
USR010420,2025-07-28,Netherlands,affiliates,desktop,English,35-44,beginner
USR010421,2025-07-28,United Kingdom,paid_social,desktop,English,45-54,intermediate
USR010422,2025-07-28,Mexico,direct,tablet,Spanish,35-44,beginner
USR010423,2025-07-28,Brazil,organic,desktop,Portuguese,35-44,advanced
USR010424,2025-07-28,United Kingdom,community,desktop,English,45-54,advanced
USR010425,2025-07-28,Canada,influencers,mobile,English,25-34,none
USR010426,2025-07-28,Germany,affiliates,mobile,German,25-34,none
USR010427,2025-07-28,Poland,affiliates,desktop,Polish,18-24,advanced
USR010428,2025-07-28,South Africa,paid_social,mobile,English,18-24,beginner
USR010429,2025-07-28,United States,organic,desktop,English,45-54,beginner
USR010430,2025-07-28,Brazil,organic,mobile,Portuguese,25-34,advanced
USR010431,2025-07-28,United States,direct,mobile,English,55+,intermediate
USR010432,2025-07-28,Poland,community,mobile,Polish,25-34,intermediate
USR010433,2025-07-28,United States,community,desktop,English,45-54,beginner
USR010434,2025-07-28,Brazil,paid_social,desktop,Portuguese,18-24,beginner
USR010435,2025-07-28,United Kingdom,influencers,mobile,English,18-24,none
USR010436,2025-07-28,Mexico,direct,desktop,Spanish,45-54,intermediate
USR010437,2025-07-28,Pakistan,community,mobile,Urdu,25-34,beginner
USR010438,2025-07-28,United Kingdom,direct,tablet,English,18-24,intermediate
USR010439,2025-07-28,Netherlands,community,desktop,Dutch,45-54,advanced
USR010440,2025-07-28,Philippines,community,tablet,Tagalog,35-44,beginner
USR010441,2025-07-28,Poland,paid_social,mobile,English,25-34,beginner
USR010442,2025-07-28,United States,organic,tablet,English,35-44,intermediate
USR010443,2025-07-28,United Arab Emirates,direct,mobile,English,25-34,none
USR010444,2025-07-28,India,organic,mobile,Hindi,35-44,beginner
USR010445,2025-07-28,Brazil,influencers,mobile,Portuguese,25-34,none
USR010446,2025-07-28,Canada,affiliates,mobile,French,35-44,none
USR010447,2025-07-28,United Kingdom,paid_social,mobile,English,35-44,none
USR010448,2025-07-28,United States,paid_social,mobile,English,25-34,beginner
USR010449,2025-07-28,India,organic,desktop,English,25-34,none
USR010450,2025-07-28,United States,paid_social,mobile,English,35-44,none
USR010451,2025-07-28,Mexico,direct,desktop,Spanish,25-34,intermediate
USR010452,2025-07-29,Poland,affiliates,tablet,Polish,18-24,beginner
USR010453,2025-07-29,India,organic,mobile,English,55+,beginner
USR010454,2025-07-29,United Kingdom,paid_social,mobile,English,35-44,beginner
USR010455,2025-07-29,India,paid_social,mobile,Hindi,45-54,none
USR010456,2025-07-29,United Kingdom,paid_social,mobile,English,18-24,beginner
USR010457,2025-07-29,South Africa,organic,desktop,English,35-44,none
USR010458,2025-07-29,United States,organic,desktop,English,35-44,beginner
USR010459,2025-07-29,United States,affiliates,desktop,English,25-34,beginner
USR010460,2025-07-29,Poland,paid_social,desktop,Polish,18-24,intermediate
USR010461,2025-07-29,Nigeria,affiliates,mobile,English,18-24,advanced
USR010462,2025-07-29,Pakistan,paid_social,mobile,Urdu,18-24,none
USR010463,2025-07-29,Netherlands,direct,desktop,Dutch,45-54,none
USR010464,2025-07-29,Germany,direct,mobile,German,35-44,beginner
USR010465,2025-07-29,Brazil,paid_social,tablet,Portuguese,25-34,intermediate
USR010466,2025-07-29,Poland,organic,desktop,Polish,18-24,beginner
USR010467,2025-07-29,Nigeria,community,desktop,English,35-44,beginner
USR010468,2025-07-29,Mexico,paid_social,mobile,Spanish,25-34,advanced
USR010469,2025-07-29,Poland,direct,desktop,English,25-34,intermediate
USR010470,2025-07-29,United States,affiliates,desktop,English,25-34,advanced
USR010471,2025-07-29,Germany,organic,mobile,German,25-34,advanced
USR010472,2025-07-29,United States,paid_social,mobile,English,35-44,beginner
USR010473,2025-07-29,Canada,community,mobile,English,18-24,advanced
USR010474,2025-07-29,Poland,influencers,mobile,Polish,25-34,beginner
USR010475,2025-07-29,United States,organic,mobile,English,25-34,beginner
USR010476,2025-07-29,India,direct,desktop,English,35-44,intermediate
USR010477,2025-07-29,United Arab Emirates,community,desktop,English,25-34,intermediate
USR010478,2025-07-29,Germany,direct,desktop,German,35-44,intermediate
USR010479,2025-07-29,Philippines,influencers,mobile,Tagalog,18-24,beginner
USR010480,2025-07-29,United Kingdom,organic,mobile,English,25-34,beginner
USR010481,2025-07-29,United States,affiliates,mobile,English,25-34,beginner
USR010482,2025-07-29,Brazil,influencers,desktop,Portuguese,25-34,advanced
USR010483,2025-07-29,Turkey,affiliates,desktop,Turkish,18-24,advanced
USR010484,2025-07-29,Mexico,influencers,mobile,Spanish,35-44,intermediate
USR010485,2025-07-29,Netherlands,affiliates,mobile,English,35-44,none
USR010486,2025-07-29,Brazil,paid_social,mobile,Portuguese,35-44,beginner
USR010487,2025-07-29,Poland,paid_social,mobile,Polish,25-34,none
USR010488,2025-07-29,Spain,influencers,mobile,Spanish,35-44,none
USR010489,2025-07-29,India,community,desktop,English,25-34,intermediate
USR010490,2025-07-29,United Kingdom,direct,desktop,English,25-34,advanced
USR010491,2025-07-29,Brazil,organic,mobile,English,35-44,beginner
USR010492,2025-07-29,Brazil,paid_social,mobile,Portuguese,55+,advanced
USR010493,2025-07-29,Mexico,paid_social,desktop,Spanish,35-44,intermediate
USR010494,2025-07-29,Germany,paid_social,mobile,English,18-24,none
USR010495,2025-07-29,Mexico,organic,mobile,Spanish,25-34,beginner
USR010496,2025-07-29,Canada,community,mobile,English,25-34,advanced
USR010497,2025-07-29,India,paid_social,desktop,English,25-34,beginner
USR010498,2025-07-29,United States,influencers,mobile,English,25-34,none
USR010499,2025-07-29,Pakistan,direct,desktop,English,35-44,none
USR010500,2025-07-29,Brazil,affiliates,mobile,Portuguese,25-34,intermediate
USR010501,2025-07-30,Brazil,paid_social,mobile,Portuguese,18-24,beginner
USR010502,2025-07-30,Philippines,paid_social,desktop,Tagalog,25-34,none
USR010503,2025-07-30,Brazil,organic,desktop,Portuguese,35-44,advanced
USR010504,2025-07-30,Mexico,affiliates,mobile,Spanish,35-44,intermediate
USR010505,2025-07-30,Canada,paid_social,mobile,English,35-44,advanced
USR010506,2025-07-30,United States,paid_social,desktop,English,18-24,none
USR010507,2025-07-30,United States,community,mobile,English,25-34,none
USR010508,2025-07-30,Mexico,direct,desktop,Spanish,25-34,intermediate
USR010509,2025-07-30,United States,direct,desktop,English,45-54,advanced
USR010510,2025-07-30,United States,affiliates,desktop,English,25-34,intermediate
USR010511,2025-07-30,United Kingdom,organic,tablet,English,25-34,beginner
USR010512,2025-07-30,Canada,direct,desktop,English,35-44,beginner
USR010513,2025-07-30,United States,community,desktop,English,35-44,advanced
USR010514,2025-07-30,Brazil,influencers,mobile,English,35-44,beginner
USR010515,2025-07-30,Brazil,community,desktop,Portuguese,55+,beginner
USR010516,2025-07-30,Brazil,community,mobile,English,25-34,beginner
USR010517,2025-07-30,United States,affiliates,desktop,English,55+,beginner
USR010518,2025-07-30,United Kingdom,affiliates,desktop,English,25-34,beginner
USR010519,2025-07-30,Brazil,influencers,mobile,Portuguese,35-44,none
USR010520,2025-07-30,South Africa,paid_social,desktop,Arabic,45-54,beginner
USR010521,2025-07-30,Netherlands,organic,mobile,English,35-44,intermediate
USR010522,2025-07-30,India,affiliates,mobile,English,25-34,intermediate
USR010523,2025-07-30,India,paid_social,mobile,Hindi,35-44,none
USR010524,2025-07-30,South Africa,influencers,mobile,Arabic,35-44,intermediate
USR010525,2025-07-30,Nigeria,direct,desktop,Arabic,18-24,none
USR010526,2025-07-30,United States,paid_social,desktop,English,18-24,beginner
USR010527,2025-07-30,United Kingdom,organic,desktop,English,25-34,intermediate
USR010528,2025-07-30,United Kingdom,organic,tablet,English,25-34,beginner
USR010529,2025-07-30,United States,paid_social,mobile,English,18-24,beginner
USR010530,2025-07-30,India,community,desktop,English,45-54,intermediate
USR010531,2025-07-30,United States,organic,mobile,English,35-44,beginner
USR010532,2025-07-30,United Kingdom,influencers,desktop,English,18-24,none
USR010533,2025-07-30,Netherlands,affiliates,desktop,Dutch,18-24,intermediate
USR010534,2025-07-30,United States,organic,mobile,English,35-44,none
USR010535,2025-07-30,Brazil,organic,desktop,Portuguese,25-34,advanced
USR010536,2025-07-30,Germany,paid_social,mobile,German,25-34,intermediate
USR010537,2025-07-30,Pakistan,organic,desktop,English,35-44,beginner
USR010538,2025-07-30,India,direct,mobile,English,18-24,intermediate
USR010539,2025-07-30,South Africa,community,mobile,Arabic,35-44,intermediate
USR010540,2025-07-30,United Kingdom,paid_social,mobile,English,18-24,intermediate
USR010541,2025-07-30,Canada,direct,desktop,French,35-44,beginner
USR010542,2025-07-31,Germany,affiliates,mobile,German,45-54,intermediate
USR010543,2025-07-31,Canada,influencers,mobile,French,18-24,none
USR010544,2025-07-31,Germany,organic,mobile,German,35-44,beginner
USR010545,2025-07-31,Canada,community,mobile,English,45-54,advanced
USR010546,2025-07-31,Mexico,organic,tablet,Spanish,18-24,beginner
USR010547,2025-07-31,United States,paid_social,mobile,English,35-44,beginner
USR010548,2025-07-31,United Kingdom,community,mobile,English,25-34,intermediate
USR010549,2025-07-31,Mexico,organic,mobile,Spanish,45-54,none
USR010550,2025-07-31,South Africa,influencers,mobile,English,25-34,none
USR010551,2025-07-31,United States,direct,mobile,English,35-44,advanced
USR010552,2025-07-31,Germany,community,mobile,English,55+,advanced
USR010553,2025-07-31,South Africa,direct,mobile,English,45-54,none
USR010554,2025-07-31,United States,paid_social,mobile,English,18-24,beginner
USR010555,2025-07-31,South Africa,affiliates,mobile,Arabic,25-34,beginner
USR010556,2025-07-31,United States,affiliates,desktop,English,35-44,beginner
USR010557,2025-07-31,India,organic,mobile,English,35-44,beginner
USR010558,2025-07-31,Turkey,influencers,mobile,Turkish,25-34,beginner
USR010559,2025-07-31,Pakistan,paid_social,mobile,Urdu,55+,beginner
USR010560,2025-07-31,France,influencers,mobile,French,35-44,beginner
USR010561,2025-07-31,United Kingdom,community,desktop,English,45-54,beginner
USR010562,2025-07-31,Germany,influencers,desktop,German,35-44,intermediate
USR010563,2025-07-31,Germany,affiliates,mobile,German,25-34,beginner
USR010564,2025-07-31,Brazil,direct,desktop,Portuguese,35-44,beginner
USR010565,2025-07-31,United States,organic,tablet,English,18-24,beginner
USR010566,2025-07-31,Poland,direct,desktop,Polish,35-44,intermediate
USR010567,2025-07-31,United States,affiliates,desktop,English,25-34,intermediate
USR010568,2025-07-31,Nigeria,affiliates,mobile,English,18-24,beginner
USR010569,2025-07-31,United States,direct,desktop,English,25-34,intermediate
USR010570,2025-07-31,India,organic,mobile,English,25-34,beginner
USR010571,2025-07-31,France,paid_social,mobile,French,18-24,none
USR010572,2025-07-31,India,organic,desktop,English,35-44,beginner
USR010573,2025-07-31,United States,influencers,mobile,English,45-54,beginner
USR010574,2025-07-31,Turkey,influencers,mobile,Turkish,35-44,beginner
USR010575,2025-07-31,Mexico,organic,desktop,Spanish,25-34,advanced
USR010576,2025-07-31,Brazil,paid_social,mobile,Portuguese,18-24,advanced
USR010577,2025-07-31,United States,community,mobile,English,25-34,beginner
USR010578,2025-07-31,Germany,paid_social,desktop,German,35-44,none
USR010579,2025-07-31,Mexico,direct,desktop,Spanish,35-44,advanced
USR010580,2025-07-31,India,affiliates,mobile,Hindi,25-34,intermediate
USR010581,2025-07-31,India,direct,tablet,Hindi,25-34,advanced
USR010582,2025-07-31,Canada,direct,mobile,English,25-34,intermediate
USR010583,2025-07-31,Mexico,organic,desktop,Spanish,25-34,beginner
USR010584,2025-07-31,Germany,community,desktop,German,25-34,intermediate
USR010585,2025-07-31,South Africa,community,mobile,English,18-24,beginner
USR010586,2025-07-31,United States,direct,desktop,English,35-44,advanced
USR010587,2025-07-31,Spain,affiliates,desktop,Spanish,18-24,advanced
USR010588,2025-07-31,India,organic,desktop,Hindi,18-24,advanced
USR010589,2025-08-01,India,affiliates,tablet,Hindi,55+,advanced
USR010590,2025-08-01,United States,affiliates,desktop,English,25-34,intermediate
USR010591,2025-08-01,United States,paid_social,desktop,English,25-34,intermediate
USR010592,2025-08-01,United States,affiliates,desktop,English,18-24,beginner
USR010593,2025-08-01,India,direct,tablet,English,45-54,intermediate
USR010594,2025-08-01,Brazil,direct,mobile,Portuguese,18-24,intermediate
USR010595,2025-08-01,India,influencers,mobile,English,18-24,beginner
USR010596,2025-08-01,Mexico,community,tablet,English,35-44,beginner
USR010597,2025-08-01,Canada,affiliates,desktop,English,25-34,beginner
USR010598,2025-08-01,Nigeria,community,mobile,English,25-34,advanced
USR010599,2025-08-01,India,organic,desktop,Hindi,25-34,none
USR010600,2025-08-01,Nigeria,organic,mobile,English,25-34,advanced
USR010601,2025-08-01,Germany,organic,mobile,German,35-44,none
USR010602,2025-08-01,Spain,paid_social,mobile,Spanish,18-24,none
USR010603,2025-08-01,France,influencers,mobile,French,18-24,intermediate
USR010604,2025-08-01,Netherlands,direct,desktop,English,25-34,beginner
USR010605,2025-08-01,South Africa,paid_social,tablet,English,18-24,beginner
USR010606,2025-08-01,United Kingdom,affiliates,desktop,English,18-24,intermediate
USR010607,2025-08-01,South Africa,affiliates,mobile,French,25-34,none
USR010608,2025-08-01,Netherlands,paid_social,desktop,Dutch,25-34,beginner
USR010609,2025-08-01,Spain,community,desktop,Spanish,35-44,advanced
