challenge_id,phase_1_status,phase_1_completed_at,phase_2_status,phase_2_completed_at,funded_at,failed_reason,days_to_fail_or_pass
CH000857,failed,2025-06-22,not_reached,,,daily_loss_limit,27
CH000858,passed,2025-07-30,failed,2025-08-10,,max_drawdown,34
CH000859,passed,2025-05-22,failed,2025-05-29,,rule_violation,14
CH000860,failed,2025-06-26,not_reached,,,inactivity,7
CH000861,failed,2025-05-16,not_reached,,,rule_violation,7
CH000862,passed,2025-05-19,passed,2025-05-23,2025-05-26,,13
CH000863,failed,2025-05-28,not_reached,,,daily_loss_limit,8
CH000864,failed,2025-07-04,not_reached,,,inactivity,8
CH000865,passed,2025-06-11,failed,2025-06-28,,consistency_rule,36
CH000866,passed,2025-07-25,failed,2025-08-06,,consistency_rule,32
CH000867,passed,2025-06-02,passed,2025-06-17,2025-06-20,,34
CH000868,passed,2025-05-21,passed,2025-06-04,2025-06-06,,24
CH000869,failed,2025-06-13,not_reached,,,daily_loss_limit,17
CH000870,passed,2025-06-05,passed,2025-06-09,2025-06-12,,18
CH000871,failed,2025-05-25,not_reached,,,daily_loss_limit,7
CH000872,failed,2025-06-04,not_reached,,,inactivity,13
CH000873,failed,2025-07-01,not_reached,,,inactivity,8
CH000874,failed,2025-06-15,not_reached,,,daily_loss_limit,25
CH000875,failed,2025-06-05,not_reached,,,max_drawdown,6
CH000876,passed,2025-06-06,passed,2025-06-24,2025-06-26,,37
CH000877,failed,2025-05-15,not_reached,,,consistency_rule,9
CH000878,passed,2025-05-22,failed,2025-06-06,,consistency_rule,27
CH000879,failed,2025-06-08,not_reached,,,inactivity,9
CH000880,failed,2025-05-24,not_reached,,,daily_loss_limit,8
CH000881,failed,2025-06-05,not_reached,,,consistency_rule,12
CH000882,passed,2025-05-28,passed,2025-06-08,2025-06-11,,27
CH000883,passed,2025-05-11,failed,2025-05-20,,inactivity,12
CH000884,passed,2025-06-05,failed,2025-06-20,,daily_loss_limit,33
CH000885,failed,2025-06-03,not_reached,,,max_drawdown,9
CH000886,failed,2025-05-27,not_reached,,,daily_loss_limit,7
CH000887,passed,2025-05-27,failed,2025-06-05,,consistency_rule,23
CH000888,passed,2025-06-06,passed,2025-06-11,2025-06-12,,18
CH000889,passed,2025-05-28,passed,2025-06-14,2025-06-17,,31
CH000890,failed,2025-05-25,not_reached,,,consistency_rule,9
CH000891,passed,2025-06-01,failed,2025-06-13,,max_drawdown,35
CH000892,failed,2025-06-15,not_reached,,,rule_violation,17
CH000893,passed,2025-05-29,failed,2025-06-11,,daily_loss_limit,24
CH000894,passed,2025-05-20,passed,2025-05-25,2025-05-26,,15
CH000895,passed,2025-06-05,passed,2025-06-12,2025-06-13,,16
CH000896,passed,2025-05-18,failed,2025-05-22,,rule_violation,10
CH000897,failed,2025-06-10,not_reached,,,daily_loss_limit,15
CH000898,passed,2025-05-19,passed,2025-05-30,2025-06-02,,25
CH000899,passed,2025-05-27,passed,2025-06-14,2025-06-15,,30
CH000900,passed,2025-06-05,failed,2025-06-20,,daily_loss_limit,28
CH000901,failed,2025-05-21,not_reached,,,inactivity,4
CH000902,passed,2025-06-07,failed,2025-06-25,,inactivity,36
CH000903,failed,2025-06-14,not_reached,,,consistency_rule,18
CH000904,failed,2025-06-07,not_reached,,,inactivity,17
CH000905,passed,2025-06-30,failed,2025-07-13,,max_drawdown,23
CH000906,failed,2025-05-29,not_reached,,,daily_loss_limit,21
CH000907,failed,2025-05-26,not_reached,,,max_drawdown,7
CH000908,passed,2025-06-07,passed,2025-06-11,2025-06-14,,19
CH000909,passed,2025-06-06,passed,2025-06-23,2025-06-25,,35
CH000910,passed,2025-05-30,passed,2025-06-14,2025-06-16,,28
CH000911,failed,2025-05-29,not_reached,,,consistency_rule,11
CH000912,passed,2025-06-07,failed,2025-06-22,,max_drawdown,40
CH000913,failed,2025-07-23,not_reached,,,max_drawdown,7
CH000914,failed,2025-06-20,not_reached,,,rule_violation,17
CH000915,failed,2025-06-08,not_reached,,,daily_loss_limit,9
CH000916,failed,2025-06-06,not_reached,,,daily_loss_limit,13
CH000917,failed,2025-06-21,not_reached,,,inactivity,10
CH000918,passed,2025-05-21,passed,2025-05-25,2025-05-27,,9
CH000919,failed,2025-06-09,not_reached,,,max_drawdown,10
CH000920,failed,2025-06-10,not_reached,,,max_drawdown,5
CH000921,failed,2025-07-01,not_reached,,,max_drawdown,6
CH000922,passed,2025-06-11,passed,2025-06-22,2025-06-23,,30
CH000923,failed,2025-06-08,not_reached,,,consistency_rule,14
CH000924,failed,2025-06-08,not_reached,,,consistency_rule,17
CH000925,failed,2025-05-22,not_reached,,,daily_loss_limit,7
CH000926,passed,2025-05-31,failed,2025-06-05,,consistency_rule,15
CH000927,passed,2025-07-27,passed,2025-08-12,2025-08-14,,40
CH000928,failed,2025-06-13,not_reached,,,inactivity,11
CH000929,failed,2025-06-18,not_reached,,,max_drawdown,11
CH000930,failed,2025-05-27,not_reached,,,daily_loss_limit,12
CH000931,failed,2025-06-29,not_reached,,,consistency_rule,10
CH000932,failed,2025-08-05,not_reached,,,inactivity,11
CH000933,passed,2025-06-15,passed,2025-06-22,2025-06-25,,24
CH000934,passed,2025-06-06,passed,2025-06-20,2025-06-22,,30
CH000935,failed,2025-05-27,not_reached,,,max_drawdown,8
CH000936,passed,2025-06-04,passed,2025-06-11,2025-06-12,,10
CH000937,passed,2025-06-12,failed,2025-06-21,,daily_loss_limit,28
CH000938,passed,2025-06-19,failed,2025-06-23,,inactivity,18
CH000939,failed,2025-06-02,not_reached,,,consistency_rule,3
CH000940,passed,2025-05-30,passed,2025-06-11,2025-06-14,,25
CH000941,passed,2025-06-11,passed,2025-06-15,2025-06-16,,18
CH000942,passed,2025-06-15,failed,2025-06-21,,daily_loss_limit,30
CH000943,passed,2025-06-04,passed,2025-06-14,2025-06-15,,28
CH000944,failed,2025-06-03,not_reached,,,max_drawdown,12
CH000945,passed,2025-06-09,failed,2025-06-21,,inactivity,22
CH000946,passed,2025-06-16,passed,2025-06-27,2025-06-29,,27
CH000947,passed,2025-06-07,passed,2025-06-21,2025-06-22,,29
CH000948,passed,2025-06-12,passed,2025-06-24,2025-06-26,,34
CH000949,failed,2025-06-07,not_reached,,,max_drawdown,23
CH000950,passed,2025-06-18,passed,2025-07-01,2025-07-04,,29
CH000951,passed,2025-06-17,failed,2025-06-21,,rule_violation,18
CH000952,failed,2025-06-05,not_reached,,,max_drawdown,14
CH000953,failed,2025-06-08,not_reached,,,inactivity,19
CH000954,failed,2025-06-18,not_reached,,,max_drawdown,13
CH000955,failed,2025-06-17,not_reached,,,max_drawdown,10
CH000956,passed,2025-06-15,passed,2025-06-26,2025-06-27,,27
CH000957,failed,2025-05-21,not_reached,,,inactivity,11
CH000958,passed,2025-06-12,failed,2025-06-20,,max_drawdown,17
CH000959,failed,2025-06-04,not_reached,,,inactivity,10
CH000960,failed,2025-07-10,not_reached,,,consistency_rule,17
CH000961,failed,2025-06-12,not_reached,,,consistency_rule,11
CH000962,failed,2025-07-11,not_reached,,,max_drawdown,10
CH000963,failed,2025-07-27,not_reached,,,max_drawdown,7
CH000964,passed,2025-06-04,passed,2025-06-11,2025-06-14,,14
CH000965,failed,2025-06-10,not_reached,,,daily_loss_limit,17
CH000966,passed,2025-06-13,passed,2025-06-25,2025-06-28,,24
CH000967,failed,2025-06-22,not_reached,,,max_drawdown,17
CH000968,passed,2025-06-03,passed,2025-06-14,2025-06-15,,22
CH000969,passed,2025-06-22,passed,2025-06-30,2025-07-01,,24
CH000970,passed,2025-05-30,failed,2025-06-03,,daily_loss_limit,19
CH000971,passed,2025-06-03,failed,2025-06-17,,max_drawdown,30
CH000972,failed,2025-06-15,not_reached,,,max_drawdown,14
CH000973,failed,2025-06-20,not_reached,,,daily_loss_limit,20
CH000974,failed,2025-07-07,not_reached,,,consistency_rule,11
CH000975,failed,2025-06-24,not_reached,,,rule_violation,22
CH000976,passed,2025-06-08,failed,2025-06-20,,inactivity,24
CH000977,passed,2025-06-25,failed,2025-07-11,,inactivity,44
CH000978,passed,2025-06-24,passed,2025-07-12,2025-07-15,,44
CH000979,failed,2025-06-20,not_reached,,,daily_loss_limit,20
CH000980,failed,2025-06-18,not_reached,,,daily_loss_limit,11
CH000981,failed,2025-06-11,not_reached,,,daily_loss_limit,10
CH000982,failed,2025-06-20,not_reached,,,max_drawdown,9
CH000983,failed,2025-06-17,not_reached,,,daily_loss_limit,10
CH000984,failed,2025-06-24,not_reached,,,inactivity,15
CH000985,passed,2025-05-29,passed,2025-06-03,2025-06-05,,17
CH000986,failed,2025-06-01,not_reached,,,inactivity,5
CH000987,failed,2025-06-26,not_reached,,,max_drawdown,12
CH000988,passed,2025-07-26,failed,2025-08-09,,daily_loss_limit,31
CH000989,failed,2025-06-07,not_reached,,,consistency_rule,14
CH000990,passed,2025-06-12,failed,2025-06-20,,rule_violation,18
CH000991,failed,2025-07-04,not_reached,,,max_drawdown,9
CH000992,passed,2025-08-06,failed,2025-08-19,,max_drawdown,19
CH000993,failed,2025-05-29,not_reached,,,inactivity,3
CH000994,passed,2025-07-04,failed,2025-07-16,,daily_loss_limit,26
CH000995,failed,2025-06-27,not_reached,,,max_drawdown,21
CH000996,failed,2025-06-18,not_reached,,,consistency_rule,9
CH000997,passed,2025-06-09,passed,2025-06-25,2025-06-27,,37
CH000998,failed,2025-06-09,not_reached,,,max_drawdown,13
CH000999,failed,2025-05-27,not_reached,,,consistency_rule,3
CH001000,failed,2025-06-09,not_reached,,,max_drawdown,9
CH001001,passed,2025-06-22,passed,2025-07-08,2025-07-10,,36
CH001002,failed,2025-06-22,not_reached,,,daily_loss_limit,8
CH001003,passed,2025-06-04,passed,2025-06-09,2025-06-12,,8
CH001004,failed,2025-06-10,not_reached,,,inactivity,13
CH001005,failed,2025-06-07,not_reached,,,rule_violation,17
CH001006,passed,2025-06-11,passed,2025-06-17,2025-06-18,,18
CH001007,passed,2025-06-13,passed,2025-06-20,2025-06-23,,15
CH001008,failed,2025-06-07,not_reached,,,max_drawdown,7
CH001009,passed,2025-06-21,failed,2025-07-03,,daily_loss_limit,29
CH001010,passed,2025-05-28,passed,2025-06-02,2025-06-03,,14
CH001011,failed,2025-06-07,not_reached,,,rule_violation,10
CH001012,passed,2025-06-26,passed,2025-07-05,2025-07-08,,23
CH001013,failed,2025-07-04,not_reached,,,max_drawdown,19
CH001014,failed,2025-06-18,not_reached,,,inactivity,7
CH001015,failed,2025-05-29,not_reached,,,daily_loss_limit,3
CH001016,failed,2025-06-11,not_reached,,,daily_loss_limit,16
CH001017,failed,2025-06-07,not_reached,,,max_drawdown,5
CH001018,passed,2025-06-18,passed,2025-06-26,2025-06-28,,21
CH001019,failed,2025-06-18,not_reached,,,daily_loss_limit,17
CH001020,passed,2025-07-31,failed,2025-08-08,,inactivity,26
CH001021,failed,2025-06-05,not_reached,,,daily_loss_limit,9
CH001022,passed,2025-06-12,passed,2025-06-24,2025-06-26,,27
CH001023,passed,2025-06-27,failed,2025-07-01,,inactivity,15
CH001024,failed,2025-06-02,not_reached,,,consistency_rule,12
CH001025,passed,2025-06-11,failed,2025-06-18,,inactivity,15
CH001026,passed,2025-06-11,passed,2025-06-15,2025-06-17,,20
CH001027,failed,2025-06-01,not_reached,,,consistency_rule,8
CH001028,failed,2025-06-24,not_reached,,,rule_violation,11
CH001029,passed,2025-06-25,failed,2025-07-07,,daily_loss_limit,25
CH001030,failed,2025-05-28,not_reached,,,consistency_rule,5
CH001031,failed,2025-06-29,not_reached,,,daily_loss_limit,6
CH001032,passed,2025-06-14,failed,2025-06-29,,consistency_rule,34
CH001033,passed,2025-06-28,passed,2025-07-07,2025-07-10,,26
CH001034,failed,2025-06-14,not_reached,,,inactivity,7
CH001035,failed,2025-07-23,not_reached,,,max_drawdown,8
CH001036,failed,2025-06-28,not_reached,,,consistency_rule,15
CH001037,failed,2025-08-13,not_reached,,,max_drawdown,19
CH001038,failed,2025-06-13,not_reached,,,max_drawdown,7
CH001039,failed,2025-06-29,not_reached,,,daily_loss_limit,27
CH001040,passed,2025-06-21,passed,2025-06-25,2025-06-27,,18
CH001041,failed,2025-06-21,not_reached,,,max_drawdown,16
CH001042,failed,2025-06-30,not_reached,,,inactivity,12
CH001043,passed,2025-06-23,failed,2025-06-30,,consistency_rule,16
CH001044,failed,2025-06-22,not_reached,,,consistency_rule,11
CH001045,failed,2025-06-12,not_reached,,,inactivity,7
CH001046,failed,2025-06-28,not_reached,,,max_drawdown,22
CH001047,failed,2025-06-19,not_reached,,,max_drawdown,8
CH001048,failed,2025-06-24,not_reached,,,daily_loss_limit,13
CH001049,failed,2025-07-23,not_reached,,,consistency_rule,18
CH001050,passed,2025-06-10,passed,2025-06-19,2025-06-22,,21
CH001051,failed,2025-06-24,not_reached,,,max_drawdown,12
CH001052,passed,2025-07-26,passed,2025-08-05,2025-08-07,,27
CH001053,failed,2025-06-20,not_reached,,,max_drawdown,18
CH001054,failed,2025-06-17,not_reached,,,max_drawdown,13
CH001055,failed,2025-06-05,not_reached,,,inactivity,3
CH001056,failed,2025-07-06,not_reached,,,consistency_rule,16
CH001057,passed,2025-06-15,passed,2025-06-21,2025-06-23,,9
CH001058,failed,2025-06-18,not_reached,,,daily_loss_limit,7
CH001059,failed,2025-07-25,not_reached,,,daily_loss_limit,12
CH001060,failed,2025-06-17,not_reached,,,consistency_rule,12
CH001061,failed,2025-06-16,not_reached,,,consistency_rule,9
CH001062,passed,2025-06-29,passed,2025-07-12,2025-07-15,,36
CH001063,failed,2025-06-12,not_reached,,,inactivity,9
CH001064,failed,2025-07-05,not_reached,,,daily_loss_limit,7
CH001065,failed,2025-08-16,not_reached,,,inactivity,23
CH001066,failed,2025-06-05,not_reached,,,max_drawdown,7
CH001067,failed,2025-06-11,not_reached,,,inactivity,15
CH001068,failed,2025-07-11,not_reached,,,daily_loss_limit,10
CH001069,failed,2025-06-30,not_reached,,,consistency_rule,13
CH001070,failed,2025-08-02,not_reached,,,max_drawdown,9
CH001071,failed,2025-06-20,not_reached,,,daily_loss_limit,7
CH001072,passed,2025-07-07,passed,2025-07-23,2025-07-25,,37
CH001073,passed,2025-06-25,passed,2025-07-05,2025-07-07,,22
CH001074,failed,2025-07-03,not_reached,,,daily_loss_limit,17
CH001075,failed,2025-08-06,not_reached,,,daily_loss_limit,3
CH001076,failed,2025-06-22,not_reached,,,daily_loss_limit,8
CH001077,failed,2025-06-23,not_reached,,,daily_loss_limit,16
CH001078,failed,2025-07-12,not_reached,,,daily_loss_limit,21
CH001079,failed,2025-06-29,not_reached,,,consistency_rule,14
CH001080,passed,2025-07-02,passed,2025-07-23,2025-07-26,,34
CH001081,failed,2025-06-27,not_reached,,,max_drawdown,6
CH001082,passed,2025-06-28,failed,2025-07-19,,inactivity,42
CH001083,passed,2025-08-13,passed,2025-08-20,2025-08-21,,12
CH001084,failed,2025-06-24,not_reached,,,rule_violation,10
CH001085,failed,2025-06-30,not_reached,,,max_drawdown,16
CH001086,passed,2025-06-23,passed,2025-06-27,2025-06-29,,12
CH001087,passed,2025-06-29,failed,2025-07-07,,max_drawdown,16
CH001088,failed,2025-06-12,not_reached,,,inactivity,9
CH001089,failed,2025-07-07,not_reached,,,daily_loss_limit,10
CH001090,failed,2025-06-10,not_reached,,,inactivity,7
CH001091,passed,2025-06-26,failed,2025-07-07,,inactivity,26
CH001092,passed,2025-06-20,passed,2025-06-24,2025-06-27,,15
CH001093,passed,2025-06-26,passed,2025-07-08,2025-07-09,,31
CH001094,failed,2025-07-05,not_reached,,,max_drawdown,10
CH001095,failed,2025-07-02,not_reached,,,daily_loss_limit,12
CH001096,passed,2025-07-09,passed,2025-08-02,2025-08-05,,52
CH001097,failed,2025-07-01,not_reached,,,rule_violation,11
CH001098,passed,2025-07-01,passed,2025-07-11,2025-07-13,,23
CH001099,failed,2025-07-07,not_reached,,,daily_loss_limit,18
CH001100,failed,2025-06-30,not_reached,,,daily_loss_limit,12
CH001101,failed,2025-07-04,not_reached,,,daily_loss_limit,11
CH001102,failed,2025-07-01,not_reached,,,inactivity,6
CH001103,passed,2025-06-11,passed,2025-06-19,2025-06-21,,14
CH001104,failed,2025-06-24,not_reached,,,daily_loss_limit,10
CH001105,passed,2025-06-23,failed,2025-07-07,,daily_loss_limit,28
CH001106,failed,2025-06-12,not_reached,,,max_drawdown,3
CH001107,failed,2025-07-11,not_reached,,,inactivity,18
CH001108,passed,2025-06-30,failed,2025-07-15,,max_drawdown,37
CH001109,passed,2025-08-03,failed,2025-08-08,,inactivity,11
CH001110,failed,2025-07-09,not_reached,,,inactivity,21
CH001111,failed,2025-07-16,not_reached,,,max_drawdown,18
CH001112,passed,2025-07-30,failed,2025-08-03,,max_drawdown,11
CH001113,passed,2025-06-23,passed,2025-06-28,2025-07-01,,19
CH001114,passed,2025-06-18,passed,2025-06-22,2025-06-25,,12
CH001115,passed,2025-06-20,failed,2025-06-27,,daily_loss_limit,12
CH001116,failed,2025-07-01,not_reached,,,daily_loss_limit,19
CH001117,passed,2025-07-07,failed,2025-07-15,,max_drawdown,22
CH001118,failed,2025-07-12,not_reached,,,consistency_rule,15
CH001119,failed,2025-06-26,not_reached,,,inactivity,7
CH001120,failed,2025-07-14,not_reached,,,consistency_rule,20
CH001121,failed,2025-07-06,not_reached,,,inactivity,11
CH001122,passed,2025-07-13,passed,2025-07-24,2025-07-25,,25
CH001123,passed,2025-07-06,passed,2025-07-11,2025-07-13,,16
CH001124,passed,2025-09-30,passed,2025-10-14,2025-10-16,,26
CH001125,failed,2025-06-17,not_reached,,,max_drawdown,4
CH001126,failed,2025-07-23,not_reached,,,inactivity,29
CH001127,failed,2025-06-19,not_reached,,,consistency_rule,7
CH001128,failed,2025-07-15,not_reached,,,max_drawdown,12
CH001129,failed,2025-08-05,not_reached,,,inactivity,13
CH001130,passed,2025-07-08,passed,2025-07-12,2025-07-15,,19
CH001131,failed,2025-06-28,not_reached,,,inactivity,11
CH001132,passed,2025-06-24,passed,2025-06-29,2025-06-30,,9
CH001133,failed,2025-07-13,not_reached,,,daily_loss_limit,20
CH001134,failed,2025-07-04,not_reached,,,consistency_rule,12
CH001135,passed,2025-06-19,failed,2025-06-28,,inactivity,14
CH001136,failed,2025-07-11,not_reached,,,max_drawdown,10
CH001137,passed,2025-07-05,passed,2025-07-10,2025-07-11,,14
CH001138,failed,2025-07-18,not_reached,,,daily_loss_limit,13
CH001139,failed,2025-06-29,not_reached,,,daily_loss_limit,7
CH001140,passed,2025-07-22,passed,2025-07-26,2025-07-27,,22
CH001141,passed,2025-07-11,failed,2025-07-25,,inactivity,27
CH001142,failed,2025-06-29,not_reached,,,inactivity,8
CH001143,failed,2025-07-06,not_reached,,,inactivity,9
CH001144,passed,2025-06-27,passed,2025-07-01,2025-07-03,,7
CH001145,failed,2025-07-14,not_reached,,,inactivity,12
CH001146,failed,2025-08-16,not_reached,,,daily_loss_limit,20
CH001147,failed,2025-07-01,not_reached,,,inactivity,14
CH001148,passed,2025-08-06,failed,2025-08-18,,max_drawdown,26
CH001149,passed,2025-07-16,passed,2025-07-24,2025-07-25,,20
CH001150,failed,2025-08-28,not_reached,,,inactivity,19
CH001151,failed,2025-07-07,not_reached,,,inactivity,14
CH001152,passed,2025-07-23,passed,2025-08-08,2025-08-10,,40
CH001153,passed,2025-07-11,passed,2025-07-26,2025-07-28,,30
CH001154,failed,2025-07-18,not_reached,,,max_drawdown,12
CH001155,failed,2025-07-07,not_reached,,,daily_loss_limit,22
CH001156,passed,2025-07-02,passed,2025-07-07,2025-07-09,,15
CH001157,passed,2025-07-17,passed,2025-08-01,2025-08-04,,33
CH001158,passed,2025-06-27,failed,2025-07-01,,daily_loss_limit,15
CH001159,failed,2025-07-11,not_reached,,,rule_violation,14
CH001160,passed,2025-07-10,passed,2025-07-23,2025-07-26,,25
CH001161,passed,2025-09-10,passed,2025-09-25,2025-09-27,,30
CH001162,passed,2025-07-09,passed,2025-07-22,2025-07-24,,29
CH001163,passed,2025-07-11,failed,2025-07-20,,daily_loss_limit,25
CH001164,passed,2025-07-05,failed,2025-07-09,,consistency_rule,8
CH001165,failed,2025-07-01,not_reached,,,consistency_rule,15
CH001166,failed,2025-07-17,not_reached,,,max_drawdown,10
CH001167,failed,2025-07-27,not_reached,,,inactivity,16
CH001168,passed,2025-06-25,failed,2025-07-04,,max_drawdown,16
CH001169,passed,2025-07-01,failed,2025-07-06,,rule_violation,18
CH001170,passed,2025-06-30,passed,2025-07-05,2025-07-08,,14
CH001171,passed,2025-07-10,failed,2025-07-17,,max_drawdown,25
CH001172,failed,2025-07-10,not_reached,,,consistency_rule,15
CH001173,passed,2025-08-08,passed,2025-08-14,2025-08-15,,13
CH001174,failed,2025-07-08,not_reached,,,daily_loss_limit,10
CH001175,failed,2025-07-10,not_reached,,,max_drawdown,8
CH001176,failed,2025-07-08,not_reached,,,inactivity,13
CH001177,failed,2025-08-06,not_reached,,,consistency_rule,9
CH001178,passed,2025-07-01,failed,2025-07-06,,daily_loss_limit,9
CH001179,failed,2025-07-03,not_reached,,,max_drawdown,13
CH001180,failed,2025-07-13,not_reached,,,inactivity,11
CH001181,failed,2025-07-06,not_reached,,,max_drawdown,13
CH001182,failed,2025-07-12,not_reached,,,max_drawdown,3
CH001183,passed,2025-07-06,passed,2025-07-17,2025-07-19,,18
CH001184,passed,2025-07-23,failed,2025-08-02,,max_drawdown,31
CH001185,passed,2025-07-06,failed,2025-07-12,,max_drawdown,21
CH001186,failed,2025-07-10,not_reached,,,daily_loss_limit,13
CH001187,passed,2025-07-10,passed,2025-07-15,2025-07-16,,18
CH001188,passed,2025-07-06,failed,2025-07-17,,max_drawdown,29
CH001189,failed,2025-07-14,not_reached,,,max_drawdown,8
CH001190,failed,2025-07-03,not_reached,,,consistency_rule,10
CH001191,failed,2025-07-15,not_reached,,,max_drawdown,11
CH001192,passed,2025-07-18,failed,2025-07-25,,daily_loss_limit,20
CH001193,passed,2025-07-12,passed,2025-07-22,2025-07-23,,20
CH001194,passed,2025-07-10,passed,2025-07-21,2025-07-22,,25
CH001195,failed,2025-07-14,not_reached,,,consistency_rule,9
CH001196,failed,2025-07-22,not_reached,,,daily_loss_limit,11
CH001197,failed,2025-07-08,not_reached,,,daily_loss_limit,9
CH001198,failed,2025-06-28,not_reached,,,max_drawdown,8
CH001199,failed,2025-07-14,not_reached,,,max_drawdown,17
CH001200,failed,2025-07-15,not_reached,,,inactivity,20
CH001201,passed,2025-07-08,passed,2025-07-18,2025-07-19,,24
CH001202,failed,2025-07-06,not_reached,,,daily_loss_limit,9
CH001203,failed,2025-07-23,not_reached,,,consistency_rule,18
CH001204,passed,2025-07-10,failed,2025-07-23,,max_drawdown,29
CH001205,failed,2025-06-25,not_reached,,,inactivity,3
CH001206,failed,2025-06-30,not_reached,,,max_drawdown,4
CH001207,failed,2025-08-11,not_reached,,,consistency_rule,13
CH001208,passed,2025-06-26,failed,2025-07-05,,daily_loss_limit,12
CH001209,failed,2025-07-15,not_reached,,,daily_loss_limit,14
CH001210,failed,2025-08-11,not_reached,,,daily_loss_limit,11
CH001211,failed,2025-07-11,not_reached,,,inactivity,12
CH001212,failed,2025-08-15,not_reached,,,daily_loss_limit,20
CH001213,passed,2025-07-18,passed,2025-07-31,2025-08-01,,25
CH001214,failed,2025-07-10,not_reached,,,rule_violation,11
CH001215,passed,2025-07-26,passed,2025-08-05,2025-08-08,,19
CH001216,passed,2025-07-25,passed,2025-08-11,2025-08-13,,36
CH001217,passed,2025-07-04,passed,2025-07-12,2025-07-13,,22
CH001218,passed,2025-08-04,passed,2025-08-21,2025-08-22,,38
CH001219,passed,2025-07-26,passed,2025-08-10,2025-08-13,,41
CH001220,failed,2025-07-25,not_reached,,,daily_loss_limit,24
CH001221,failed,2025-09-06,not_reached,,,inactivity,13
CH001222,passed,2025-10-12,failed,2025-10-17,,consistency_rule,15
CH001223,failed,2025-07-07,not_reached,,,max_drawdown,3
CH001224,failed,2025-07-18,not_reached,,,consistency_rule,4
CH001225,passed,2025-07-31,failed,2025-08-14,,max_drawdown,42
CH001226,failed,2025-07-10,not_reached,,,consistency_rule,11
CH001227,failed,2025-07-04,not_reached,,,max_drawdown,3
CH001228,failed,2025-07-22,not_reached,,,max_drawdown,9
CH001229,failed,2025-07-28,not_reached,,,daily_loss_limit,13
CH001230,passed,2025-07-11,failed,2025-07-31,,inactivity,36
CH001231,failed,2025-07-13,not_reached,,,max_drawdown,9
CH001232,passed,2025-08-11,passed,2025-08-20,2025-08-21,,24
CH001233,failed,2025-07-11,not_reached,,,max_drawdown,7
CH001234,passed,2025-07-07,failed,2025-07-12,,inactivity,19
CH001235,passed,2025-07-04,failed,2025-07-12,,max_drawdown,11
CH001236,failed,2025-07-21,not_reached,,,max_drawdown,13
CH001237,passed,2025-07-15,failed,2025-07-31,,max_drawdown,36
CH001238,failed,2025-07-11,not_reached,,,inactivity,11
CH001239,failed,2025-07-02,not_reached,,,consistency_rule,3
CH001240,passed,2025-07-25,passed,2025-07-31,2025-08-02,,18
CH001241,passed,2025-07-08,failed,2025-07-22,,max_drawdown,20
CH001242,failed,2025-07-16,not_reached,,,inactivity,12
CH001243,failed,2025-08-08,not_reached,,,max_drawdown,9
CH001244,failed,2025-08-30,not_reached,,,max_drawdown,15
CH001245,passed,2025-08-02,failed,2025-08-18,,consistency_rule,38
CH001246,failed,2025-07-26,not_reached,,,max_drawdown,13
CH001247,failed,2025-07-22,not_reached,,,rule_violation,4
CH001248,failed,2025-07-23,not_reached,,,consistency_rule,15
CH001249,passed,2025-07-31,passed,2025-08-10,2025-08-12,,22
CH001250,passed,2025-08-07,failed,2025-08-19,,max_drawdown,26
CH001251,failed,2025-07-20,not_reached,,,daily_loss_limit,14
CH001252,failed,2025-08-13,not_reached,,,max_drawdown,16
CH001253,passed,2025-07-05,failed,2025-07-15,,consistency_rule,16
CH001254,failed,2025-07-24,not_reached,,,rule_violation,17
CH001255,failed,2025-08-21,not_reached,,,inactivity,17
CH001256,failed,2025-07-18,not_reached,,,consistency_rule,6
CH001257,failed,2025-08-14,not_reached,,,max_drawdown,14
CH001258,failed,2025-07-17,not_reached,,,inactivity,12
CH001259,passed,2025-07-06,passed,2025-07-19,2025-07-22,,24
CH001260,passed,2025-07-16,failed,2025-07-26,,consistency_rule,21
CH001261,failed,2025-07-17,not_reached,,,max_drawdown,15
CH001262,failed,2025-08-20,not_reached,,,rule_violation,7
CH001263,failed,2025-07-18,not_reached,,,rule_violation,16
CH001264,passed,2025-08-27,failed,2025-09-04,,rule_violation,17
CH001265,failed,2025-07-14,not_reached,,,inactivity,3
CH001266,failed,2025-07-23,not_reached,,,max_drawdown,9
CH001267,passed,2025-07-20,passed,2025-08-02,2025-08-03,,22
CH001268,passed,2025-07-10,failed,2025-07-22,,rule_violation,16
CH001269,passed,2025-07-15,failed,2025-07-19,,consistency_rule,12
CH001270,failed,2025-07-24,not_reached,,,max_drawdown,5
CH001271,passed,2025-07-11,passed,2025-07-15,2025-07-17,,14
CH001272,failed,2025-07-11,not_reached,,,max_drawdown,6
CH001273,failed,2025-08-04,not_reached,,,inactivity,12
CH001274,passed,2025-07-22,failed,2025-07-30,,consistency_rule,18
CH001275,passed,2025-09-01,passed,2025-09-07,2025-09-09,,15
CH001276,failed,2025-07-30,not_reached,,,max_drawdown,6
CH001277,passed,2025-07-28,failed,2025-08-06,,consistency_rule,26
CH001278,failed,2025-07-15,not_reached,,,consistency_rule,13
CH001279,passed,2025-07-20,passed,2025-07-27,2025-07-28,,20
CH001280,failed,2025-07-26,not_reached,,,max_drawdown,15
CH001281,passed,2025-07-27,passed,2025-07-31,2025-08-03,,16
CH001282,failed,2025-07-21,not_reached,,,rule_violation,8
